PartID,Color,FirstWord,CAS,PricePerGB,TotalCapacity,DDR,MHz,Count,Capacity
a90c74f0-3b3c-4f82-a31a-23f0ea5a0a25,Black,10.0,30.0,3.031,32,5,6000,2,16
5f8d7837-17f8-4b92-b5ae-10211c2d8932,Black / Silver,10.0,30.0,3.047,64,5,6000,2,32
8b5723a5-ddbd-4342-964d-b6732c2e3811,White,10.0,16.0,3.749,16,4,3200,2,8
21161e7d-7967-4e49-976f-a9251a2a9490,Black,10.0,16.0,2.062,16,4,3200,2,8
4b6b47a3-9e6f-4d65-b9c5-c6abe0779234,Black / Yellow,10.0,16.0,2.031,32,4,3200,2,16
ae813ea5-dcc1-4f95-aafd-729cd203834a,Black,10.0,16.0,2.25,32,4,3200,2,16
2b99b34d-7e98-4201-bc6f-b232a82ead9e,Black,10.0,16.0,2.874,16,4,3200,2,8
8ae4d3d1-47c4-4151-94c5-885918944309,Black,15.385,40.0,2.437,64,5,5200,2,32
4e818756-a63e-4d43-a784-ee24b5c10c62,Black,12.0,36.0,2.8120000000000003,32,5,6000,2,16
55bc9832-330a-443b-a534-303df1fa40a2,White,10.0,30.0,3.281,32,5,6000,2,16
fc5a1324-fca5-4e23-89d8-8e4362a39e41,Black,8.889,16.0,2.249,32,4,3600,2,16
892126d1-5f2d-4136-9431-12d587dcbb53,Black,10.0,30.0,3.281,32,5,6000,2,16
82ef5f7b-ed22-4923-90ca-9cc4c22d5e7b,Black,10.0,16.0,2.249,16,4,3200,2,8
df8d8e83-3daa-4c85-a27d-46e124235f9b,Black / Yellow,10.0,16.0,1.7970000000000002,64,4,3200,2,32
3ebd5982-ca29-4769-a385-35ce03c177a0,Black,10.0,18.0,1.875,32,4,3600,2,16
42c3c521-bebc-4bfa-9536-4c737997ace8,Black / Gray,9.697,32.0,3.431,64,5,6600,2,32
c96f85c1-6a5f-41e2-882b-bd87b24a2023,Black,9.444,34.0,4.218,32,5,7200,2,16
44658a73-57d2-44da-831b-01d126805aa3,Black,10.0,18.0,3.312,16,4,3600,2,8
953d50af-3ba1-4b77-bd26-424bc115ef60,White,14.286,40.0,3.617,128,5,5600,4,32
a2ae7223-5211-4943-8da4-7cb59f9e0ab3,Black,10.0,18.0,2.9370000000000003,16,4,3600,2,8
84875e72-bcb0-43f2-acc3-0f2a96d23f01,White,11.613,36.0,5.156,32,5,6200,2,16
93ea7173-881d-4ee6-8d97-8329a6b42fef,White,10.0,18.0,2.062,32,4,3600,2,16
0ab417df-c7a8-4cc7-b766-96d345a4f27f,Black,15.385,40.0,4.374,16,5,5200,2,8
c85783fe-aed3-489c-948c-3e2f1f9ef1e3,Black,10.0,28.0,2.906,32,5,5600,2,16
86dc88d9-2ad9-4172-a7ba-ac05b6553d44,Black,13.333,40.0,3.281,64,5,6000,2,32
fb4ca42e-1a5c-4ad8-8ee7-66959fb7a6ac,Black,15.385,40.0,4.374,16,5,5200,2,8
fb8fa1f6-9c20-4225-a2fb-a58a67c48e82,Black,10.0,30.0,2.8120000000000003,64,5,6000,2,32
93fffd6c-f124-4858-9555-50ea0d8430ec,Black / Gray,10.0,30.0,3.343,32,5,6000,2,16
b2ef8187-0b1f-401a-bccb-8824e612624b,,13.75,22.0,1.623,16,4,3200,2,8
c51e092a-c79e-4d3b-a035-2192f6005509,Black,11.765,40.0,5.078,64,5,6800,2,32
f387bb4c-c9e9-438a-95ad-72e0fcac722e,Black,10.0,16.0,2.429,32,4,3200,2,16
03326f66-8470-445a-b610-c15b040397f2,Black,10.0,18.0,2.062,32,4,3600,2,16
92eba119-10a7-4331-972a-3837453f7bed,Red / Black,10.0,16.0,2.124,16,4,3200,2,8
086ead05-3772-445a-91a5-f171c07802fc,Black / Silver,10.0,30.0,3.203,64,5,6000,2,32
713430f1-7874-415c-bffb-9084fb9cd558,Black,10.0,32.0,3.125,32,5,6400,2,16
7b1d8f41-f05b-459b-9f34-d50538568d07,Black,10.0,30.0,3.281,32,5,6000,2,16
56df7af0-6a7e-4273-bd99-4b8f8bf6444f,Black,12.0,36.0,3.125,32,5,6000,2,16
a82da9f5-ea93-46ef-9283-f1d416b97a68,Black,10.0,18.0,1.75,32,4,3600,2,16
9accbe5d-578e-4e12-ba17-d191575e6386,White,10.0,18.0,2.9370000000000003,16,4,3600,2,8
548e0f1f-9c15-40e5-8402-4b6fcce771d7,Black,12.0,36.0,4.367,32,5,6000,2,16
a02c07bb-39a8-473f-a526-b2a6a4e84a7c,Gray,10.0,30.0,3.656,32,5,6000,2,16
324702dd-8663-4286-a409-fad7e2c8505f,Black / Gray,10.0,32.0,3.281,64,5,6400,2,32
15438700-27f9-439d-b315-de2a1cf77035,Black / Silver,8.889,16.0,2.968,32,4,3600,2,16
6577bb25-35ef-4023-bcda-98ed1cf94b80,Black,10.0,16.0,2.437,16,4,3200,2,8
bf18dd50-3e8b-4cfc-a7a0-7b67aa764f34,Black,10.0,34.0,4.219,64,5,6800,2,32
7c9c9bdb-be17-442f-b782-1fa1e09e34c3,Black,10.0,16.0,1.968,32,4,3200,2,16
98fdc33d-4975-4a98-a06c-9b1f51636293,Black / Yellow,13.333,16.0,2.498,8,4,2400,1,8
92b7de32-2fcb-49d2-bb8f-a437fe130e63,Black,12.667,38.0,2.499,32,5,6000,2,16
5f2b761c-c7f0-453d-9040-1efce50ab826,White,10.0,16.0,2.8120000000000003,32,4,3200,2,16
e8a86826-537a-45d5-9e65-5b9acb8b7e67,Black,12.0,36.0,4.062,32,5,6000,2,16
3cba9467-4d94-4db2-bfb1-b8014596b14f,Black,10.0,18.0,4.061,16,4,3600,2,8
3c08586e-8ff3-4f5e-a705-6ad3fe892b88,Black,16.667,40.0,2.499,16,5,4800,2,8
c58a1cd3-21cf-4f81-9a1c-d51cc3af67e4,Red / Black,10.0,16.0,1.75,32,4,3200,2,16
18beaae9-c0a4-4421-81cd-d08f33d18a7e,White,12.667,38.0,2.968,32,5,6000,2,16
1f6273fd-e14a-4f73-9171-1b4a46e01ddd,Green,14.993,5.0,9.11,1,2,667,1,1
a0cf45b6-4216-435b-b8cd-350782eaece3,Black,8.889,16.0,3.096,32,4,3600,2,16
466e7496-2f86-4401-ad72-ce9e06b8fa81,Black,9.0,18.0,2.031,32,4,4000,2,16
1c0d442d-71e2-474e-a301-b4b33f2b4d4a,Black,9.697,32.0,5.781,64,5,6600,4,16
e400fea0-5561-4e36-86c8-e2728c083167,Black,10.0,18.0,1.7970000000000002,64,4,3600,2,32
ef4ee13c-831c-4ca6-ab9c-33021d933f0d,Gold,10.0,18.0,6.246,256,4,3600,8,32
ae4f76f9-166b-4955-b218-69a4bc162ec4,White,10.0,30.0,3.031,32,5,6000,2,16
e4c755db-0f79-4724-ba80-34404f71076f,Black,13.75,22.0,1.937,32,4,3200,2,16
f7e56226-f362-492c-bb95-901728a205d8,Black / Gray,12.857,36.0,3.031,32,5,5600,2,16
2cd15a0d-b4d2-4cf2-9974-38a90f4b0c1e,Black,10.667,32.0,2.9370000000000003,32,5,6000,2,16
07dd2de4-eee7-4198-8dda-0fa8241efdc4,Blue,10.0,16.0,1.873,16,4,3200,2,8
47149b2b-d1d9-4bdf-9fea-22839ead532c,Black,14.286,40.0,2.609,64,5,5600,2,32
d874670e-7d68-44c8-90e6-29aceafec922,Black,10.0,40.0,5.833,48,5,8000,2,24
9001e223-926c-4726-9876-dcb18099ce94,Gray,9.444,34.0,5.156,32,5,7200,2,16
987572a6-b61d-47e1-8de8-41ce6d27b41b,Gray,12.0,36.0,3.593,32,5,6000,2,16
c5d2f330-561a-4c49-93a5-2ece4896a732,Black,11.429,32.0,2.697,32,5,5600,2,16
cef0910f-a6a9-483c-b15c-8c27dc63a48a,Black,10.0,18.0,1.953,64,4,3600,2,32
7f10b871-493a-4e17-8dda-344c40c93330,White / Black,12.857,36.0,35.004,32,5,5600,2,16
31cbc5ee-fbb6-465f-a698-4d7875c77604,Black,10.0,32.0,3.083,96,5,6400,2,48
1b49ae0d-a728-4978-ab86-1ba9d0d96aec,Black,13.333,40.0,5.073,16,5,6000,2,8
2ad663eb-67ff-4183-883a-1cc53a53632f,Gray,10.0,16.0,1.562,32,4,3200,2,16
f684e130-e59e-468e-9522-c1485b1f8c22,Black,10.0,18.0,2.343,32,4,3600,2,16
befba088-686c-4517-8d36-075b7f1b730d,Black / Yellow,11.25,9.0,4.999,16,3,1600,2,8
dcb8fcea-c53d-4c30-911f-93ea9bdce97f,Black,11.613,36.0,4.687,32,5,6200,2,16
f2767042-52af-4d61-9e64-2b64f5f90e77,Black,15.385,40.0,2.968,32,5,5200,2,16
2962b8bc-7f8a-4884-9aca-d73e773a4164,Black,16.429,46.0,2.8120000000000003,32,5,5600,2,16
566da0e9-20c8-4373-a852-7b050dad7d45,Black / White,13.846,36.0,3.437,16,5,5200,2,8
dbcbd457-f308-48cf-96b1-2bffc8f24344,Black,10.0,16.0,3.437,32,4,3200,4,8
a89c893a-055e-420a-974d-7f5ccd7c0e20,White,10.0,16.0,2.8120000000000003,16,4,3200,2,8
85fe2750-a092-4604-b939-0a7dfc11df19,Black / Gray,9.697,32.0,4.062,64,5,6600,2,32
54ce17d1-3e21-4f6e-9e33-403a81031724,Green,13.75,22.0,1.687,16,4,3200,2,8
85596f17-311c-4b53-ad5d-8c50ed8849e7,White,10.0,16.0,2.702,16,4,3200,2,8
11e78254-32d9-4348-854c-b9d375a4b2fc,Black,9.5,38.0,7.656,32,5,8000,2,16
10334086-e515-4092-9709-5359c3aab17a,Black,10.0,16.0,3.374,16,4,3200,2,8
938308af-052d-4df4-997b-5185b9e99ef1,White,14.286,40.0,3.531,64,5,5600,2,32
54f43b0e-d88d-4ea0-8896-3475d46cece3,Black,10.0,30.0,2.89,64,5,6000,2,32
1b48485b-9636-4f03-8335-8c1f403e4835,Black,10.0,16.0,3.3,8,4,3200,1,8
1e319446-8f7b-4e47-904c-1f934aad2792,Black,10.0,18.0,2.374,16,4,3600,2,8
9e0d4890-37c2-4a55-9566-332eafa94ed3,Black,10.0,28.0,2.734,64,5,5600,2,32
3d567243-d678-4661-9b06-2ec9c7653b96,Gray,10.0,18.0,1.687,32,4,3600,2,16
1e67abb0-eb0c-4752-bab0-c704e517c7b2,Black,15.385,40.0,2.656,32,5,5200,2,16
42bc8b49-51c4-481d-8428-68699dccb192,Black,10.0,30.0,2.968,32,5,6000,2,16
e7eb1d37-c198-41fb-906d-f96bd583115d,Black,10.0,32.0,3.593,32,5,6400,2,16
c3469b35-d8ff-4dc1-96a3-194417bdc87b,Black,13.333,40.0,5.686,16,5,6000,2,8
978f0dd6-4fea-4d43-8ae5-58af0aaa4d64,Gray,10.0,16.0,1.6560000000000001,32,4,3200,2,16
72e0ed82-f6a4-43de-8c5f-a4ef0423cf43,Black / Gray,10.0,32.0,3.625,32,5,6400,2,16
67b40645-64b7-4714-8590-ce5fb4ed394d,Black,10.0,34.0,4.114,96,5,6800,2,48
5861e395-bc92-4364-8a2e-42db24f183f8,White / Black,13.333,40.0,3.281,64,5,6000,2,32
279d55d2-a25e-4854-9797-fdd1dd6cf1ce,Silver,10.556000000000001,19.0,3.125,32,4,3600,2,16
6e626120-108d-4929-88ee-57e7168327e9,Black,10.0,18.0,2.969,64,4,3600,4,16
dee6000c-b25e-4c2e-bce8-8b6f6307127b,Black / Yellow,8.889,16.0,3.124,16,4,3600,2,8
728616df-822a-44cb-a001-02ab2983ff15,Black,10.0,16.0,3.124,16,4,3200,2,8
ef098cc6-4abb-42f4-9bd2-f7b7a8f0290c,Black,9.231,36.0,6.25,32,5,7800,2,16
1984bc22-a5ba-4978-994a-9afef2c0b5e5,Silver / Black,10.0,16.0,2.436,16,4,3200,2,8
8f5b306b-d349-4275-9377-9ff3f0c8586e,Black / Yellow,10.0,15.0,2.8120000000000003,16,4,3000,2,8
9c4060cc-55ef-47f9-8d57-1df04b1bb801,Black,10.0,18.0,1.992,128,4,3600,4,32
1188e910-c763-4149-8989-1ec93357441e,Green,13.75,22.0,2.445,4,4,3200,1,4
35fc8ee0-5691-4331-9f40-5df7d49b250e,Black,12.667,38.0,2.968,32,5,6000,2,16
e3979fac-8da7-4c0e-bf62-5b1ebd233cdb,Black,10.0,18.0,2.312,16,4,3600,2,8
17f7f8fe-04ce-4fb8-b0a5-035f10f85633,White,13.333,40.0,2.437,32,5,6000,2,16
4518a068-904d-4aef-88e7-6b94d052e4d0,Black,9.444,34.0,4.375,32,5,7200,2,16
00a25229-98ef-4dae-8dff-c07e65301773,Black / Silver,10.0,16.0,2.374,16,4,3200,2,8
e16258af-02f3-44ca-91b1-643291cbcb3e,Silver / Black,10.0,32.0,3.281,64,5,6400,2,32
eddb0d42-1587-475d-82db-08d956241379,Black,10.0,18.0,2.031,64,4,3600,2,32
8395081a-8664-4155-a60b-20a9b5f3299b,White,10.0,16.0,3.437,32,4,3200,4,8
0dffd043-783b-488c-9d36-4e940196a6ad,Green,13.75,11.0,1.049,16,3,1600,2,8
d249f71c-b505-49a1-a2fa-582bd9e506b6,Gray,10.0,16.0,1.937,16,4,3200,2,8
a9bee0f0-7ab8-460c-96c2-8697942deb17,Black,12.667,38.0,2.718,32,5,6000,2,16
c009b7b6-42df-454e-820d-fa6a9bbcdd37,Black,12.0,36.0,3.281,32,5,6000,2,16
dfddc4df-5467-4bec-9ab0-0da067c477de,Black / White,12.857,36.0,2.5,64,5,5600,2,32
4a3557c4-f30b-4ff8-8c7b-fb1931069601,Black,10.0,16.0,2.8120000000000003,16,4,3200,2,8
5a72c848-5ce5-43f2-8f17-d2c105d1071a,Black / Gray,9.697,32.0,4.844,64,5,6600,4,16
5c6c9497-3344-4d3b-bc6f-8642d51ede28,,13.75,22.0,2.352,64,4,3200,1,64
32baab74-570e-48a7-b4a5-bd137ec38b13,Black / Yellow,10.0,18.0,2.8120000000000003,32,4,3600,4,8
421ecc75-f3ba-4620-a64f-acff88a51e49,Black,8.636,19.0,2.573,32,4,4400,2,16
bc7551b7-b44d-47da-9313-d7734545d75c,White / Silver,12.667,38.0,2.734,64,5,6000,2,32
a73b5245-a844-45d6-ac5c-ddb3f26c7b96,Gray,12.857,36.0,3.281,32,5,5600,2,16
56dc23c2-af09-4fa9-b12c-5d55ffaff289,Black,16.667,40.0,2.187,32,5,4800,2,16
92da2c00-a4e9-4952-8c62-6c3383b792e5,Black / White,12.0,36.0,2.5,32,5,6000,2,16
01da83c4-0b38-4f21-8ff1-3dd232c39d5e,Black,10.0,30.0,3.593,32,5,6000,2,16
76afa394-8ec6-4481-bf23-f5cc8af1e030,Black,16.429,46.0,2.343,32,5,5600,2,16
0481f166-576f-4e88-9ed5-a4c0f526aa50,Black,12.0,36.0,3.125,32,5,6000,2,16
93e195bd-2b8d-4d0d-b90c-8b6b771c0a09,Black,9.474,36.0,6.718,32,5,7600,2,16
5166475a-ec56-4854-abef-f4dda6a2f45e,Black,13.75,22.0,1.5150000000000001,32,4,3200,2,16
76e1daaa-5422-4977-b21b-c97cd3b2c9e5,Black / White,14.286,40.0,3.749,16,5,5600,2,8
fb411d91-a111-48cc-811c-9e37b577a848,Black,10.0,16.0,2.448,32,4,3200,2,16
9c0c4fad-683d-4287-8c59-7bd5a3ec7401,Black / Silver,12.0,36.0,5.184,16,5,6000,2,8
239e91ee-886a-4e7d-8f6b-4011e8da367e,Silver / Black,10.0,16.0,1.812,32,4,3200,2,16
32714c4d-c2de-4dfd-af20-a28eca459b4a,Black,9.444,17.0,3.379,16,4,3600,2,8
ace7c56f-7e6e-4707-98b7-203ee60be618,Silver / Black,10.0,32.0,3.437,32,5,6400,2,16
951f42bc-97e6-4a61-acfb-85bf8b89ff8c,Green,14.167,17.0,1.874,8,4,2400,1,8
c2520483-336c-4547-9ebd-d7727aff22fd,Blue,10.0,16.0,1.53,32,4,3200,2,16
9397d00e-bcc0-47ce-9688-ca9f52a7d9af,Black,11.333,34.0,2.656,64,5,6000,2,32
4991e47f-fc2c-4e90-a86c-f7b3d772a713,Black,10.0,32.0,3.047,64,5,6400,2,32
dd4b7444-7eae-4d81-b373-e70587036b2c,Black / Yellow,8.889,16.0,2.8120000000000003,32,4,3600,2,16
e47ad3fc-8d16-4a65-adc8-22bcd85960b9,White / Black,10.0,30.0,3.593,32,5,6000,2,16
cea09aa9-4903-4c0e-879e-fb64d959d32d,Black,10.714,30.0,2.8120000000000003,32,5,5600,2,16
46b752a2-7f81-4ea6-ad69-46f6ebfa2b1d,White,10.0,30.0,2.968,32,5,6000,2,16
4901d817-95ee-4fa3-8958-b23ecb9b5469,White,15.385,40.0,3.462,128,5,5200,4,32
568e841c-a2ed-4013-ab94-701dfa040c89,Black / Silver,8.889,16.0,4.061,16,4,3600,2,8
46129932-892c-43dd-8564-b77b15f63025,Black,16.667,40.0,2.437,16,5,4800,1,16
f370f78e-116a-4bda-a4f7-75e86c6e61c3,White,10.0,16.0,3.124,16,4,3200,2,8
1cab8ccc-ef3f-4392-810d-3dac5648700d,White / Black,11.25,36.0,3.75,32,5,6400,2,16
4670d3fc-fff6-44d7-b171-d1c0c7d52179,White,10.0,18.0,4.061,16,4,3600,2,8
4cb4b32c-696e-47bc-914b-c6609a7d9fa6,Black,10.0,30.0,3.281,64,5,6000,2,32
ef394ef3-371d-472d-8b3b-f266f8efeff8,Green / Black,13.75,22.0,1.625,32,4,3200,2,16
f36a70fb-c5d8-4159-86f1-6c083a822e67,,14.32,21.0,14.933,64,4,2933,1,64
6f1e948b-70e3-41e8-95f0-ceb55b710196,Black,10.0,16.0,2.031,64,4,3200,2,32
c3edaf17-8879-4c0c-ae89-b247027d8bee,Black,16.667,40.0,2.499,32,5,4800,2,16
0e447dbe-96a7-449a-8967-4cc4a29d451b,Black,10.0,18.0,2.437,32,4,3600,2,16
f7c58840-bf83-4faa-aa44-c2481158292d,Black,12.0,36.0,3.75,64,5,6000,2,32
0e2bb262-3583-40f9-83d0-3ee03e04efbb,Black,16.429,46.0,2.591,32,5,5600,2,16
ddf09234-2a33-432b-903a-6f672fb5d4bb,Black,10.0,16.0,1.875,64,4,3200,4,16
75aa7a84-fd17-44c0-84a5-f9ff110e9952,Black,10.0,16.0,1.999,16,4,3200,1,16
06dc9746-ad01-4e9d-bf1b-d657a1b41e9c,Black,8.889,16.0,3.125,32,4,3600,2,16
ff61c07d-06c6-481b-927a-e0b07ca01509,Black,10.0,18.0,2.499,32,4,3600,2,16
11412bfc-a90d-491b-8bc4-cbe5f217de3e,Black,8.889,16.0,2.75,32,4,3600,2,16
920c2af8-b3f6-45c9-a672-66b5db64f7cb,Black / Silver,12.857,36.0,4.867,16,5,5600,2,8
e08224eb-d10a-402e-9032-f501d3499ffa,Black,12.857,36.0,3.8120000000000003,32,5,5600,2,16
b471beb3-f3d5-4d37-9c89-7ad8ee94cb80,Black,12.857,36.0,3.75,32,5,5600,2,16
03403f3a-f0cd-4d8f-aac0-45886cda86eb,Black,13.333,40.0,3.906,64,5,6000,2,32
6b740d94-fc30-42cc-881f-afbb318dc314,Black / Red,10.667,16.0,2.124,16,4,3000,2,8
284d12d0-5480-4c34-ae23-225226cdb154,Black,10.0,28.0,3.125,32,5,5600,2,16
abdb85a7-1300-4f8c-8ac5-753bd74f1a7a,Black,10.0,16.0,2.124,16,4,3200,2,8
d7cf1dfc-7708-4994-9824-3f10fcb0f3b0,Black,10.286,36.0,4.062,64,5,7000,4,16
da7342d0-ff27-4267-bf0e-01cebae7f782,White / Black,10.0,30.0,3.203,64,5,6000,2,32
8d49a8e6-3a26-4e44-b9d3-b92beb21819f,Black,11.25,36.0,3.062,32,5,6400,2,16
40237a92-40c4-4595-ada6-6c0fd16b0cdb,Black,12.0,36.0,3.0,32,5,6000,2,16
630a7285-6bc5-470e-bdf5-1ecc24f324e4,White,11.429,32.0,3.125,32,5,5600,2,16
bba60e62-8361-4591-9210-25093df2e40c,Black,7.8260000000000005,18.0,4.531,32,4,4600,2,16
fb511a15-fe07-48c1-b749-56dc56d3a78b,Green,13.75,22.0,2.123,8,4,3200,1,8
6ec8f8a4-3133-497b-ae59-dd926c1cc694,Gray,13.333,40.0,3.125,64,5,6000,2,32
eec53199-9872-449f-9a5f-d4290ed82a5c,White,13.333,40.0,3.281,32,5,6000,2,16
684aeb5c-352c-4376-990d-43ebee103f37,Green,14.065,15.0,20.0,32,4,2133,2,16
0837c8aa-cae2-4933-a862-eb90cfe224fe,Black,10.0,18.0,1.754,32,4,3600,2,16
0c9e2cbb-ccd8-4b71-9056-626b436756f4,Gray,10.0,16.0,2.124,16,4,3200,2,8
667f791c-7f4e-460a-b6ba-a1993dd643b8,Black / Gray,10.0,30.0,3.656,32,5,6000,2,16
f69a6c2b-4ebb-4772-9e4e-a9f0d2657c82,Silver / Black,10.0,16.0,2.435,8,4,3200,1,8
934efee0-3b26-478a-8b30-0059767de906,Black,10.0,34.0,3.906,64,5,6800,2,32
230c669d-d901-4372-b37a-46aa63e108a9,Black / Red,11.25,9.0,3.7199999999999998,8,3,1600,2,4
a163224e-0f1e-479a-9b01-223253873cf0,Black / Yellow,12.003,16.0,2.499,16,4,2666,2,8
bcf9d62c-ba3f-4ee1-a9d3-d2c87d9c343f,Black / Gray,9.697,32.0,4.375,64,5,6600,4,16
656a4cd8-cb0f-4296-969f-0259e456a6c3,Black,10.0,16.0,3.125,32,4,3200,4,8
9194560e-0fae-45d5-8099-7ea6b91dc4fb,Silver,13.75,22.0,1.562,32,4,3200,2,16
98af64d9-f658-4034-a788-c17c3973d319,White,11.613,36.0,4.218,32,5,6200,2,16
125a6efe-410b-49a9-9977-8bb7b822d896,Black,10.0,18.0,1.609,64,4,3600,2,32
82213447-96ec-4709-affa-8ea4d267987d,Black,10.0,30.0,3.125,64,5,6000,2,32
fda38183-7114-4fd2-8e6f-ce5c042d39c3,White,12.857,36.0,3.281,32,5,5600,2,16
06c5e4eb-8ad1-4051-a5d6-65045360d10e,White,10.0,18.0,2.89,64,4,3600,4,16
c26b785d-4e98-47da-9849-66779f2be03e,Black / Silver,15.385,40.0,2.968,32,5,5200,2,16
f6b0d03b-ba62-4e00-8f45-381f1bbcb5e4,Black / Silver,10.0,16.0,2.061,16,4,3200,2,8
f239ba4d-7535-4adc-8eac-9cd9ad6d0b92,Black,7.5,20.0,13.898,16,4,5333,2,8
c2106597-a2c5-4f8c-83e5-65ad646668bd,Black,8.889,16.0,2.031,32,4,3600,2,16
8f5a5940-1321-4345-8953-4070ecba216a,Black,9.0,18.0,2.656,32,4,4000,2,16
e694cd9b-2204-4afe-9461-ab0725d8b1ee,Black / Gray,10.0,30.0,3.125,64,5,6000,2,32
66fd478c-05a8-42b9-8199-80f4b5339bc8,Black,10.0,16.0,2.938,32,4,3200,2,16
46c92ce9-bb81-456a-9a3f-5f24497d10db,White,15.385,40.0,3.437,32,5,5200,2,16
c487db30-a8f6-4aa7-a0fd-609fef4bb778,Black / Silver,8.889,16.0,3.7119999999999997,16,4,3600,2,8
985f36cc-4070-4409-a84e-4146aeb930c8,Black,15.385,40.0,5.312,16,5,5200,2,8
89e830bd-419c-4bdb-904a-5940dd94eb65,Black / Silver,10.718,10.0,1.687,16,3,1866,2,8
7b8633cc-001d-4d5c-a464-43e696e5de82,Black,10.667,32.0,2.9370000000000003,32,5,6000,2,16
9440319e-7074-4896-929b-582500b996a5,Black / Yellow,13.333,16.0,2.499,16,4,2400,2,8
c760da34-493d-40ac-87bb-ae55c6cfc836,White / Black,10.0,32.0,3.281,64,5,6400,2,32
125576c1-23d0-4306-be95-4ddae8c74771,Black,10.0,18.0,5.391,256,4,3600,8,32
e249ab21-fe9a-4051-8c74-3f3f04a2ce62,White,10.667,32.0,2.9370000000000003,32,5,6000,2,16
20288b46-95f2-47e9-87e2-0efc62bad2d6,White,10.0,28.0,2.906,32,5,5600,2,16
de6c957f-81d9-4528-92f1-9808b9a9f96e,Black / Silver,8.889,16.0,2.969,64,4,3600,4,16
63c34f0a-aedc-4ed7-ac44-33876c57a048,Black,16.667,40.0,3.125,32,5,4800,2,16
379f7fe8-f084-4776-b478-d058e0413cbd,White,12.5,40.0,3.281,32,5,6400,2,16
2e1ecfd4-b305-4340-b8b5-50b92de88c90,Black / Red,12.5,10.0,2.187,16,3,1600,2,8
35ee08ef-a35a-404b-8ff2-bf6207852da5,Black,12.0,36.0,3.437,64,5,6000,4,16
3c5132aa-02ca-478e-9b11-9f6faa5846cc,Black,14.254,19.0,1.999,16,4,2666,2,8
9ff425bc-ca24-4f99-86b8-bcf1a57fea41,Black / White,9.444,34.0,4.199,32,5,7200,2,16
2044f38f-81d8-4aa8-b58e-07d47db2e447,Red,12.5,15.0,8.748,8,4,2400,1,8
c5319f3d-cc80-49b6-808b-892dcc2b83d2,Black,13.333,40.0,3.125,32,5,6000,2,16
5d16eb21-4d7f-421a-a673-5fdeb5378e55,Black,10.0,30.0,4.375,64,5,6000,2,32
854c1974-2166-42cb-8524-39b3bd6fd901,,13.75,22.0,1.562,16,4,3200,1,16
97ecc4ca-1067-4752-bfb9-222650d5aa27,Black,14.286,40.0,5.749,16,5,5600,2,8
576a47bc-90a6-4c3f-8e9d-ae86559e52fa,Black,10.0,16.0,3.593,32,4,3200,2,16
46bced5a-77eb-4403-8c30-27ad9fa4dc97,White,10.0,16.0,2.187,32,4,3200,2,16
2c7923c0-4b4a-4bd7-af5a-b963144708ac,Black,15.385,40.0,2.634,32,5,5200,2,16
