PartID,Size,Color,RPM_Min,RPM_Max,NoiseLevel_Min,NoiseLevel_Max
3d6f2607-1986-42ea-b7bf-09fb9c9af4c1,280.0,Black,,,31.5,31.5
c502b967-3f60-475b-81d4-db0e368aab45,360.0,Black,550.0,1700.0,29.0,29.0
c7df4636-cc31-4e92-9e99-47c3178e48ea,,Teal,500.0,1200.0,23.6,23.6
2728ee53-0ab8-44be-b3e2-0e2a6415b879,240.0,White,250.0,2000.0,30.2,30.2
241ec396-ce8e-4c99-ab27-8fc535dbca35,280.0,Black,,,35.0,35.0
cfea2644-51f0-4ef4-9b48-049efbfc78ea,120.0,Black,800.0,2500.0,37.0,37.0
867849c0-045f-4386-a476-a34dd9f2d431,,Black,1200.0,2500.0,26.0,26.0
617f0f2e-3642-44fc-93ff-29bbbd5c1d6b,280.0,,2100.0,2100.0,43.0,43.0
8bd16dea-6692-4f3c-8883-d939d7ad45f1,420.0,Black / Blue,1100.0,1100.0,29.4,29.4
ea3038d4-ceeb-4ad2-beae-470ffeb9f318,360.0,Black,800.0,2000.0,,
c739c7c5-dd44-488b-8bc9-6bc301afbb1d,,White,600.0,3300.0,28.4,28.4
d50c509f-57f2-4e41-b00b-60a54844eef0,360.0,Black,550.0,1700.0,29.0,29.0
2c7a2804-b1e0-4248-8e75-21b0a1ac3aad,,Blue / Silver,900.0,2800.0,20.2,34.0
9bd1a5c4-d7d1-4fef-abc5-c41ffb6e3028,,Blue / White,800.0,3000.0,14.0,33.0
6ec5fdce-f825-41ad-bea5-4fba0c538321,280.0,Black / Red,300.0,1500.0,18.5,26.4
a20780a1-edb4-4f41-b2d2-2f0dbe2bb823,360.0,Black,750.0,1800.0,29.6,29.6
9d253e5a-1dad-4844-b62c-bf18ee45dfeb,,Teal / Silver,1000.0,2200.0,32.3,32.3
db42ca67-b85c-40f8-befe-97ad08ee8c54,,Gray,300.0,1400.0,18.5,23.9
d99d4b77-b9dd-4e02-8a1b-8a09a9648d1c,,Black,500.0,1600.0,23.5,23.5
a5265416-3b0e-46aa-ae0d-171643388059,,Black / Silver,1000.0,1500.0,24.53,24.53
a32e5fd9-971e-4602-ae95-1a6476317e63,,Black,800.0,2200.0,22.3,33.8
a703cca0-c8d1-4ad6-b5bb-961fd68b01ab,,Black,200.0,1800.0,,
fa2e8b10-2715-46c4-95e6-05373f2acf82,,Black,600.0,2000.0,34.5,34.5
017a7e09-06f6-4199-b14c-812233ef375c,,,1000.0,7000.0,21.5,59.14
9c6a6596-d1fd-4d52-9a70-3aa7fc624452,,Black,600.0,1500.0,22.0,32.0
eff498e9-7d43-46d9-b6e1-da22a4788f4f,,,800.0,1500.0,16.0,24.0
887b2f47-bafc-4add-90b0-243fce125070,,,600.0,1600.0,9.0,31.0
fadb3a82-328b-4cde-8d7b-390ba7e7eb39,,Yellow / Black,200.0,2100.0,,
faef4f47-08b0-454f-b8b2-62fcd831e945,240.0,Teal,500.0,2000.0,22.3,22.3
f659c98d-4133-4a16-a713-7843260ffd38,,Black / Silver,600.0,1500.0,22.0,32.0
5e399f6e-b6c7-4b57-b3b8-3f205c0ca5f1,,Black,600.0,2000.0,34.5,34.5
2ba524ce-d9a6-437b-8df7-b741e299130a,240.0,Black,,,31.5,31.5
4200fbe9-b754-45eb-bdb6-5de3d2a2bc4d,,,1600.0,1600.0,15.3,25.4
e1bb633b-281b-4374-b701-78c7e565d475,,Black / Silver,,,0.0,30.5
5709f278-976e-4ead-a491-aaea9bf30dc7,,,600.0,1700.0,13.0,28.6
ef0fe5aa-646e-4a8f-85f5-074f6e533bb3,,White,800.0,1600.0,9.0,26.0
d5d38c0f-0fe4-40d3-a75f-a2cdd292e019,120.0,White,500.0,2000.0,17.0,32.6
0832a4ba-6de7-47d9-bce4-dd3ff462d034,,,900.0,1800.0,11.0,21.0
243015d9-0ff5-48af-a213-eb5775a90c23,,Silver / Black,700.0,2200.0,9.0,29.0
7c02ea18-40b9-4df2-b605-9a40b161e9fa,240.0,Black,800.0,1900.0,28.8,28.8
87cc5a9e-50ed-4822-bc37-c26cf16ef37a,360.0,White,500.0,2200.0,36.8,36.8
22129950-53d9-4f64-9ab5-6d1e08363b46,240.0,Black,600.0,2200.0,14.3,35.6
8c06ffbc-970a-4b1c-8f87-1e6227cf3393,240.0,,500.0,1400.0,19.8,24.7
12b14578-89ed-49ef-b30c-8969f04abb4d,360.0,Black,500.0,2300.0,14.0,28.0
c7c2a9a8-0327-4ec2-aac2-ae5c08321bbf,,,1000.0,3000.0,33.0,33.0
8133e76a-ce14-455c-b0cc-8a6545ae0c0b,240.0,White / Silver,800.0,1900.0,32.0,32.0
d0011307-ab57-42b3-b27a-885496d00a87,,,1350.0,2600.0,18.0,27.5
8a1ec867-f042-4760-aa14-6b87a673f3be,,Black,400.0,1800.0,28.0,38.0
c618030a-9ced-4d19-8d82-fbeb7883ce0c,360.0,Black,800.0,2000.0,10.0,31.0
cf61a81d-8491-4426-a54a-af2a12b033a8,,Orange,,,0.0,0.0
0dd820d4-6439-41d6-a565-b99db5cd7d94,280.0,Black / Blue,1100.0,1100.0,29.4,29.4
5fa431fb-831a-480b-a904-d2397c9e904b,,White,600.0,1500.0,22.0,32.0
2b76344a-abc2-4ad7-a731-51e4ca00eb86,,,1000.0,5500.0,56.0,56.0
fc525754-593f-42e9-b801-06832171d5ab,360.0,Black,200.0,1800.0,,
55d48923-904b-4b86-b159-58983d45053d,,,1000.0,2200.0,28.87,28.87
348a0280-1832-4a60-9e06-a1e3016f59e8,,,900.0,2000.0,,
0a74b478-8026-4f3b-a438-84127dbbe308,,,1300.0,2650.0,18.0,27.5
81ba2cb3-24ac-4383-af42-144998ea2362,,,1800.0,1800.0,23.0,23.0
162277ba-3b06-4b44-91f6-75b726a660a7,,,1000.0,3000.0,,
28fffba8-849d-40c5-b4e7-7d6b1a8e07ec,280.0,Black,2300.0,2300.0,22.3,44.5
196ca157-f51b-471d-a133-18501440628b,240.0,Black,800.0,2500.0,37.6,37.6
56ac449a-9fb0-4af7-ac69-ae32d13b0058,240.0,Black,550.0,1700.0,29.0,29.0
376d1dbf-658b-402c-9a21-d82dcacd5258,,,300.0,1200.0,4.0,24.9
34a5054e-10f8-45ab-9015-9daab442d6b1,,,4500.0,4500.0,35.0,35.0
3c4d09a1-8c44-4cec-8708-b508001fb9a3,360.0,Black,600.0,2000.0,34.0,34.0
00065619-4b72-4a18-9e89-6f007ecf3e60,,Black / Silver,500.0,1500.0,38.5,38.5
6f69bd8d-61af-4662-ba13-a1206bd1143f,,,,,0.0,0.0
f3d3cb88-e7e5-4f9d-8d98-5d852c9a38b8,280.0,Black,500.0,2000.0,33.2,33.2
befb6ad5-1afc-45b5-8502-e1d1896ea21c,,White,500.0,1600.0,35.0,35.0
855c28cb-710f-4fb2-aa57-2f87b21d38d6,,Silver / Black,1500.0,3600.0,21.9,34.7
f90a8308-141b-44cf-979c-28b3b0dda985,,,900.0,1300.0,16.1,22.5
73024368-8a71-449f-b302-7121d1f7e316,,Black / Yellow,300.0,1200.0,4.0,24.9
d6040b77-b4d5-4002-a90c-ef801804225d,360.0,Black / Gray,500.0,1500.0,19.0,23.9
8ee35176-e63d-4d56-8f22-ae79455a3684,280.0,Black,600.0,1600.0,9.8,23.4
5701783d-dc05-4659-8e9c-cab5a5c75595,,,2500.0,2500.0,20.0,28.3
c819237d-1baf-43b9-9c61-7d8b44d05fef,,White,600.0,1500.0,22.0,32.0
d85d4c26-d69d-4b01-9e6b-e49784f67428,240.0,Black,500.0,2300.0,14.0,28.0
c79668e6-c5fb-4ef8-b28f-d406bd43244b,120.0,Black,300.0,1800.0,15.9,33.9
a4f923cd-e886-44cb-a8f0-0a647d7bba87,120.0,Black,800.0,2500.0,37.6,37.6
a48b4772-ce97-481b-99aa-84ba845da2bf,,,2400.0,2400.0,8.0,24.0
6c83770f-8202-47ae-94e6-9c51498495dd,360.0,Black,800.0,1800.0,,
16da3411-6281-4b43-bd2e-88c022621230,240.0,Black,600.0,2000.0,34.0,34.0
6b993f0f-b2bb-4b4b-919a-eef7bbf26580,,,,,,
6894ba31-714f-4d4e-b0ba-0550a8b39c5e,,,550.0,2500.0,18.5,32.0
505a05c2-adf8-4878-bb77-1466ec3946db,,Black,650.0,2000.0,22.95,22.95
b20e85f5-dced-417b-83dc-d5edfe0698a5,,,1200.0,3400.0,18.0,26.0
eb8e14a7-968b-410a-877d-2a678c77f255,,Black,2150.0,2150.0,28.1,28.1
efe00972-f937-4536-8bd7-e4606407e0d9,240.0,,600.0,2400.0,16.0,38.0
0886603c-6819-4651-b36b-4296fc1a78fc,,Black / Silver,1000.0,1800.0,26.3,26.3
bec8d434-f936-41ba-91b3-ff4df643d31c,240.0,Black / Gray,500.0,1500.0,19.0,23.9
a8691755-ed4b-4fe7-a1d1-9592b6be1ca2,,Teal / Silver,500.0,1850.0,0.0,36.0
e69d96fb-d2e8-43d9-94f2-d4e6f0229bb2,,,,,0.0,0.0
76374caf-57c5-430e-852c-6aa0276a16f4,,,2200.0,2200.0,27.0,27.0
8edd3143-e161-4853-909f-4e5980f886b1,240.0,Black,600.0,1800.0,37.1,37.1
1b9249a5-aa63-4093-bc7e-87399fffb354,280.0,Black / Gray,500.0,1400.0,19.8,26.2
0b45bfb8-e94a-4681-95fc-b5281c9a898c,360.0,Black,1000.0,2000.0,21.8,33.0
637c2101-efc1-4ecc-8d4c-102b274f6c5a,240.0,Black,800.0,2000.0,,
b1ff0e5b-f3aa-46e0-b89b-9ab0b65cf3dc,,Blue / White,1500.0,2800.0,14.1,27.7
4b427fbe-f638-4ac9-8824-563ad512b76f,,,300.0,1400.0,13.0,18.0
f6d3806d-7ea4-4bac-bdd3-e00523d66d50,,,650.0,1400.0,28.0,28.0
6ba947ac-7f52-4927-a834-5813459daae5,,Black,200.0,1400.0,28.43,28.43
96babce4-1d5e-4a72-93e9-684a9a683ab6,240.0,Black,500.0,2000.0,14.0,28.0
cf1ed26a-5368-4ce2-9746-4109adf06b3f,,,2000.0,2000.0,8.0,24.0
97d66e87-d5fe-4a42-82c9-0a58c4c90427,,Black,200.0,1400.0,28.43,28.43
8a9f2b0a-978c-419c-b540-09dfe8f15b48,140.0,Black,400.0,1800.0,28.0,28.0
26863651-a0b7-4bf4-bb4b-c77d4eab0489,,Black / Silver,800.0,1500.0,29.0,29.0
4848688b-1f48-44ae-aaaa-8e36bb574d68,280.0,Black,600.0,1500.0,,
e3afa546-1d91-4289-a800-a4e659c80d03,,Black / Silver,600.0,2000.0,34.5,34.5
1f65c82e-a194-4f93-bdb6-c61fc3ae0aa0,,,,,,
1f42f3b1-165d-4488-9067-adc80b7956d3,360.0,Black,600.0,2200.0,7.3,36.6
2bdd1888-2e5d-471f-b9ae-0ec9dce71539,,Black,600.0,2000.0,34.5,34.5
c32f8134-a1f3-4075-ace4-301f359b86ca,,,2200.0,2200.0,22.0,22.0
54e0d4f3-c45b-4a3a-84c0-9e1ba537b24c,240.0,Black,500.0,1600.0,23.5,23.5
ce660390-1a35-4626-bdf2-9394e9752aa3,,,2400.0,2400.0,8.0,24.0
cc6e82f6-f650-40bc-b045-90fc714e388c,,,1900.0,2300.0,22.0,22.0
4d5589a7-3567-45b3-b33a-559520ef95b4,,White,800.0,1500.0,27.0,27.0
6c273b8f-4077-40be-9c20-16fa65e83074,360.0,Black,800.0,1800.0,28.0,28.0
c3783d37-650c-40b5-92cc-0b6df5f18035,,,800.0,1700.0,22.0,22.0
c5990c78-565b-4d10-addb-a2390cb05926,,Teal / Silver,500.0,1850.0,0.0,36.0
75e2de3d-951b-419c-be5c-8114f0d5d4a6,,Silver / Teal,1000.0,3000.0,31.5,31.5
3a9b2ea1-a8d9-4c74-beb9-a9f070ea76db,120.0,,,,,
81581911-3450-4f7e-a163-85d14a0c99c7,,Teal / Silver,500.0,1850.0,0.0,38.0
4eebefbf-bb50-4582-aade-d8f8c469c0e9,240.0,Black,600.0,2200.0,7.3,36.6
91ff8b20-7f78-421e-baf7-be6b76eb7a17,,,,,,
02f9750a-8895-4690-8425-2f59e0a5d4cd,,Black / White,700.0,1300.0,,
1a0b4780-58f7-4c51-9f19-301a0364b1ca,,,,,0.0,0.0
ede88d8a-d2fe-4582-92da-24ba1f9e3d61,360.0,Black / White,400.0,1800.0,25.0,25.0
576da4a1-ae80-4ef8-a8a8-9ac892184512,,,1000.0,1500.0,24.53,24.53
0fb77e03-3f17-4303-b053-7366fbc4b234,,,3200.0,3200.0,25.17,25.17
6c446ed3-d5e8-4947-930d-362c4a4e8bae,,,1200.0,1800.0,39.0,39.0
7824feb7-7178-4489-917c-346b01742a34,,Silver / Red,600.0,2500.0,21.0,45.0
50b1a334-84e9-477c-954a-71c922580393,,,500.0,1300.0,13.0,30.7
cd5054c1-f591-44d5-9fd1-803b887bfb97,,Black / Silver,1200.0,3000.0,19.3,44.5
d7937603-0ff1-4f1e-b3b0-270d792b2807,,,210.0,2100.0,28.8,28.8
dc281638-0807-4fda-a027-5839f08f3e51,360.0,Black,600.0,1800.0,37.1,37.1
08cd904d-1ce6-4696-aff7-e31492cef522,240.0,Black,500.0,2500.0,23.0,23.0
234ab92a-3b83-431f-ae4c-7e0e38420c5b,240.0,Black,400.0,1800.0,28.0,28.0
01b42391-58bb-4094-b0f6-31fdc82b38b0,,,650.0,1400.0,28.0,28.0
bf3a591c-9ed0-4053-a6f7-c3e93302c98f,,,1500.0,2500.0,15.0,25.0
7858878d-e386-4496-9153-7dfccfbca44f,,Teal / Silver,600.0,1400.0,22.5,22.5
65a1e8a8-5dda-4efd-a6fe-585ab9951130,,,600.0,2500.0,14.5,25.0
3e260737-8472-4d69-aa92-120914e3b84b,,,800.0,1800.0,10.0,21.0
e5dbe33d-6256-412b-9a84-1921bb488620,280.0,Black,400.0,1800.0,28.0,28.0
b71180c2-7ec5-4025-82f5-f4221c7c55b7,360.0,Black,400.0,1800.0,28.0,28.0
700e4bd6-f61f-442a-a3c5-530d79731e51,,Silver / Black,500.0,2000.0,18.0,41.0
b4137920-4037-4f62-bf8c-851295713a04,,,1200.0,5000.0,18.02,42.5
b1e47802-b5c7-4458-8804-8f09ca62931e,240.0,Black,500.0,2300.0,14.0,28.0
fe63cced-6deb-4a99-a7eb-7f02dd5f9eb4,,,2400.0,2400.0,26.2,26.2
b8494ae7-4ee7-4dfa-aaf7-cb14c3d6846c,,Blue / Silver,1500.0,2800.0,14.1,27.7
77afad58-4b23-4ee3-9521-e0a1c022a069,,,1500.0,3400.0,18.0,26.0
28a59342-36fb-4192-bb7e-731b7547f494,120.0,Black,400.0,1800.0,28.0,28.0
ee0d9d9a-d865-495b-a949-7250985a2540,,,1000.0,4500.0,13.14,45.9
ff3dcc1b-5d2f-4ed1-bcb3-f06ca6c85099,,Black / Silver,600.0,1600.0,32.0,32.0
9998d873-4f74-4a86-a0a7-c73bb222a300,,,1200.0,3500.0,21.56,62.88
11cb900d-efaa-4774-8683-233f7330aced,,,300.0,1300.0,15.0,21.0
86d417ac-ac9d-4002-8e30-e3be2d0e07e7,,Teal / Silver,500.0,1850.0,0.0,38.0
456ddf4b-cf35-4562-9f4f-b0fd5c36f21f,,,,,,
ccd42cc2-464d-4c41-8fd9-ba5f7d0ca0d8,,,2750.0,2750.0,28.2,28.2
402fc6e2-5c5a-430e-9ea0-c2746c38a5d6,,,500.0,1300.0,13.0,30.7
6425d955-27cc-45d2-939e-b2998654c569,,Black,500.0,1800.0,32.5,32.5
6ae4c43b-9a1f-4e5e-9344-3618b978dd65,,Black / Gray,600.0,1200.0,20.5,20.5
24473c7b-69db-4398-9250-f40b7d947ebe,280.0,Black,600.0,1200.0,,
63383b0b-1008-4366-9c10-a6a5aeb31f04,240.0,Black / White,400.0,1800.0,35.5,35.5
88808c60-9522-4b37-8b56-31f003308083,,,800.0,1800.0,16.0,26.0
a3f847aa-2fb6-4577-9c55-7a824e40e8f8,,,500.0,4000.0,18.07,39.03
bc97dd68-4297-4d7a-8ffc-3abbf5edfb74,,,750.0,1500.0,12.0,25.5
1d19bcb1-1d35-4fc1-9973-1812efd567dd,,Black / Gray,600.0,1200.0,20.5,20.5
94aea780-e20b-4e2d-87e0-98bb5ec66b75,,,2500.0,2500.0,20.0,28.3
966364e1-53fa-4698-b772-d3393e1da287,,Black / Silver,800.0,1500.0,29.0,29.0
d0334e8b-26f3-46db-b2ab-8a46d9c3116d,,,1000.0,4000.0,12.0,40.0
00b4f3de-a9ff-4599-9f53-c63e3915320a,,,1000.0,3800.0,16.0,43.4
190eb38a-6416-45e8-a1da-2ff649fdab52,,,500.0,4000.0,18.07,39.03
687964e4-3e8f-4364-9176-502dae67e6c1,,Orange / Silver,300.0,1300.0,15.0,21.0
354cd3a6-d8f2-4a49-9563-2db10717e426,,,1000.0,2500.0,14.7,29.8
df0db242-ef26-4198-8ea6-61c45c0eb57e,,,1700.0,3100.0,18.0,33.4
bd710702-13d3-4494-a0ef-395194d06005,,,800.0,2200.0,38.1,38.1
d618a83d-ebcd-4f07-871c-f94e064714f1,,,1200.0,5000.0,18.02,42.5
7b086bde-256a-4dd5-b7de-de84c21fb070,,,1000.0,2500.0,17.0,31.92
6614cd32-d0c4-4cbe-81d1-dd874a780e79,,,800.0,2500.0,15.0,35.0
6f5982fa-aa7b-4b50-9f33-ef936a4209c0,,,2200.0,2200.0,8.0,24.0
470044d5-3b59-431a-a1ec-dcb6aef97a22,,,700.0,1200.0,12.0,19.3
32e9912f-fce3-4557-9bad-5e3ad38852f7,,,300.0,1500.0,4.0,29.8
097d2d06-f5be-40d5-89d3-9ed40ae9de0e,,Silver / Black,1000.0,2200.0,,
7f12b069-38b9-423e-9d02-7bae3f227394,,Black / Teal,600.0,1400.0,22.5,22.5
0d2e04c0-7e45-40d8-bd3a-706392f40c00,360.0,Black / White,400.0,1800.0,35.5,35.5
54376fe4-946e-4f96-9ebd-42345e442723,,,1100.0,6000.0,19.1,53.8
09ac24e4-557f-4ddb-be3b-c3da3fe30dd2,,,900.0,2200.0,10.0,24.1
777948a1-130f-4ae0-b1cd-9ac826aa01db,360.0,Black,500.0,2500.0,23.0,23.0
9f887d10-ffb3-4835-af65-bdc1e7482c78,,Black,600.0,1400.0,22.5,22.5
0f003930-3bc0-4c9d-8ab4-3dcdcd96e4f3,,Black / Silver,800.0,1600.0,37.8,37.8
be2e14f5-6f37-44f8-84ff-f9716bc6133b,,,1800.0,1800.0,20.0,20.0
eb64487a-2cf9-4af9-b211-00fc16688f6f,,,1000.0,5000.0,20.71,51.7
018f6eaf-5def-49c3-bbe4-a597a8ba0918,,,1300.0,2000.0,16.0,24.0
ddf04ebf-7cf7-41f8-b32a-95ecb56e3606,,,1500.0,7000.0,16.0,47.5
d82fdfdb-da2f-4842-8b1f-741c4bdbc7c3,,,800.0,1500.0,27.2,27.2
af0a932c-0e1c-460e-8f29-dbb731853bb7,,,800.0,1600.0,,
71e08270-140d-4f03-a9d3-acc28a43657a,,,1000.0,2500.0,17.0,31.92
