PartID,Size,Color,RPM_Min,RPM_Max,NoiseLevel_Min,NoiseLevel_Max
21c52d6f-6d3f-4116-bffd-2c4280eb0925,360.0,White,400.0,1850.0,5.0,28.9
0159eb5c-ba9c-4c46-b088-3ede767a538d,240.0,White,400.0,1850.0,5.0,28.9
ad4f44b1-2b00-4443-96ad-dac7e621f9c9,240.0,Black,450.0,2000.0,29.7,29.7
e2439736-5b4c-466c-a058-8581480efcf9,240.0,White / Black,500.0,1800.0,30.0,30.0
8cc29927-dfe6-4682-9fa7-3deaa560fc3b,,Blue,2000.0,2000.0,27.7,27.7
d1ddebe0-420a-4faa-b201-6e7ef338e23e,120.0,White,1500.0,1500.0,28.2,28.2
cc0b2b4e-c30f-41ff-9aee-9402ed76f425,,Black,200.0,1700.0,,
49bee723-3d5d-45df-9956-5bd070a39b0d,,Black,1400.0,1400.0,,
6b65df61-2e6e-4c68-8c56-d83e2cd76daa,280.0,,600.0,2200.0,16.0,39.5
e8df3dea-a551-42f8-9837-6a7d819b56b0,,Black,500.0,1200.0,31.5,31.5
8aba401a-20ea-4aea-b965-e56f622c13da,240.0,Black,500.0,2250.0,32.9,32.9
23e9892c-7616-4caf-bf12-07abb9ef4c35,360.0,Black,1500.0,1500.0,28.2,28.2
c500fb8c-d2e2-4d93-bfb2-40ed38efafb1,240.0,White,700.0,1500.0,18.0,26.4
53791ce3-1c81-494b-8c74-dd54a7958044,,Black,250.0,2700.0,,
78ed576c-e30f-4ff3-bd8c-5d987252d8b2,360.0,Black,500.0,2500.0,28.1,28.1
a893cae9-9406-4d31-be43-1662af11bcf1,360.0,Black,950.0,2150.0,16.9,31.0
db584cf1-2974-4349-a6ad-e3eb8b49e697,,Black,200.0,1700.0,,
7d618539-00c9-4f40-8523-4331b3e53708,,Black,2500.0,2500.0,23.0,23.0
ead21697-d74c-457b-a56c-930328268df8,360.0,Black,650.0,2000.0,6.0,34.0
f827a1cb-db0e-46aa-a905-82e4e795ffa7,280.0,Black,500.0,1500.0,34.48,34.48
c1214dfd-f07a-4001-a16b-b42a49591851,360.0,Black,800.0,2500.0,37.6,37.6
8ed19f98-8826-459c-98f4-eafe882cafa0,240.0,White,480.0,2400.0,,
7a04425e-d3f1-4b26-8f86-ae8e9d1b527b,,Silver / Black,1200.0,3500.0,36.5,36.5
0d80bd60-f2f4-45bb-9461-aa88facc3f16,,Black / Silver,2600.0,2600.0,28.0,28.0
be1b1de8-4b52-4157-95eb-a179a0e0cc75,240.0,Black,2100.0,2100.0,29.0,29.0
104f1168-1466-4cc3-ba23-8169a2ed4aab,360.0,White,550.0,2300.0,36.0,36.0
26695d36-c39d-4676-a53f-4eff6d85b2d3,,,1500.0,1500.0,14.8,25.5
740904ee-0f6e-48ba-98d2-a183c846aa25,,White,650.0,2050.0,27.0,27.0
fb3108f1-9b44-48af-8d28-69455da41b9d,360.0,Black,,,,
38826473-c402-440e-82d3-84e72280efec,280.0,Black,500.0,1700.0,10.0,35.5
eec52604-773b-4d8c-8ed6-429cb60a16ee,,Black / White,200.0,1800.0,,
81e72c83-592e-4982-b7e8-5b638a7a9efd,,Black / Silver,600.0,2000.0,29.4,29.4
664d541c-1415-4952-93ef-98d36700b88f,120.0,,2000.0,2000.0,30.85,30.85
f51c1fac-c0b6-4544-b867-617f612bd566,240.0,Black,700.0,1800.0,18.0,35.2
20072c8c-6b5b-4fff-aa8d-922224523c1e,240.0,White,2100.0,2100.0,29.0,29.0
2022b6c3-10fa-4699-aeea-99b225889220,240.0,Black,800.0,2500.0,37.6,37.6
404d8d19-72e9-4ebb-a299-5ed1011a8989,,,2000.0,2000.0,13.1,25.4
96380b5d-59cc-43b9-a71d-e1be125c4759,,White / Black,3000.0,3000.0,36.7,36.7
7e6f4385-18c8-4dc4-bf3f-e2f1b5ca6674,,Black,650.0,1800.0,24.9,24.9
451b4c1d-3f81-4e60-8768-361347e60281,360.0,Black,500.0,2000.0,10.0,33.2
303a43e7-48cd-4329-891c-1cfd5d6c93b6,360.0,White,1500.0,1500.0,28.2,28.2
fec17632-1dd1-41a7-9438-6bcab724afa8,,Pink,800.0,1700.0,30.8,30.8
49abb94a-80a1-49bb-8dd4-f7a5dc53befc,,Black,300.0,800.0,4.0,14.5
0b49b253-2186-43f9-ae57-c2383545cf11,,Black / Silver,800.0,1950.0,26.0,26.0
30c4d3c4-1622-43fd-ab7a-bff047de4b6d,240.0,White / Silver,800.0,1900.0,,
05015b8a-e189-4f17-b50d-c9900db15293,,White,2500.0,2500.0,23.0,23.0
e650d786-9016-480a-9f6c-538bf519e893,,White,500.0,1800.0,17.9,30.6
1ac63311-469b-4a75-bef2-10e664d79df2,360.0,White,2150.0,2150.0,28.1,28.1
647f59c8-6009-490f-99d2-ee59dbb2ca08,240.0,White / Black,500.0,1600.0,14.0,27.0
4be51099-9f98-49e8-9524-320104a7be50,420.0,Black,500.0,1800.0,34.7,34.7
55b7012a-d4a3-43dc-8590-f64746041f98,,,600.0,2200.0,26.4,26.4
0b4a3d58-1839-4164-bc0a-65c10a2718b3,280.0,Black,950.0,2150.0,17.1,36.5
30ad1673-2e63-4bb0-b0b5-d335ca93fc15,360.0,Black,250.0,2000.0,30.2,30.2
689e0c69-90aa-45c0-90cf-3b11a219538f,360.0,White,250.0,2000.0,30.2,30.2
6de327ae-8ffd-4e6a-82a9-2744166d80cb,240.0,Black,550.0,2300.0,36.0,36.0
7ded1efa-c7b0-46a8-8be9-f6d8b94b068c,280.0,Black,,,24.9,24.9
8b4fe135-cb32-439c-bd32-9563aab567c7,,Black / Gray,600.0,2200.0,,
c59b5458-f00d-4083-ac32-e15cd51a2d92,280.0,Black,,,10.8,32.8
a797f63a-3561-4280-9b93-3ce99e30bb76,,White,300.0,1850.0,29.4,29.4
5da6b96e-d457-4fdc-9f2d-3102cc0e42c3,240.0,White / Black,800.0,2500.0,37.6,37.6
4903f5ba-93be-479e-ad5f-b23c640f66f5,360.0,Black,500.0,2200.0,18.0,34.2
ef57cd4e-4279-41ea-a4e4-dc1d69ea891a,,,1000.0,3850.0,,
dee87ea9-5f51-43c0-afeb-f15e40b41373,,Black / Silver,350.0,1750.0,27.2,27.2
5ad322fc-89f2-4dc6-9e59-f75250fdd841,,Gray,2700.0,2700.0,22.4,22.4
63894192-4d1a-4ae8-bd36-77430a3a1a09,,Black / White,100.0,2000.0,,
6c0ce1bc-f68e-4279-b154-517b53b69615,240.0,Black,500.0,1600.0,14.0,27.0
227570a8-c4c2-4c75-9b0d-ec7bb331e844,240.0,White,2150.0,2150.0,28.1,28.1
f74ffffb-030a-4409-bc4a-8a45a78ce507,360.0,Black,,,32.0,32.0
00598dfc-7e4f-4c3d-8d0a-957c7a37d749,,,300.0,1500.0,19.2,24.6
cb6e8da3-e3d1-418b-8a6c-e81ccd9aed79,120.0,Black,500.0,2250.0,32.9,32.9
b612616d-efe6-42e2-8029-9d1b189273f0,,Black,,,0.0,24.6
a0aef1d7-8ac6-46f5-b760-d99f03cdfdb0,,,600.0,2000.0,6.0,29.0
2f6c741d-2730-4669-9179-6d3f2c8431ec,360.0,Black,800.0,1800.0,,
aaaa43bb-f7c1-4c57-85b7-8ff6c70f33c5,240.0,Black,500.0,1800.0,30.0,30.0
2f800fa5-25bf-419d-be0f-2c3c659af94c,,Black,500.0,1500.0,13.8,30.5
4f37ff31-db67-49ed-bbc1-cabe5785181f,,Black,1800.0,1800.0,26.1,26.1
1bb9a564-b2f0-47ef-b15a-9b1c24e5b9f0,280.0,Black,2200.0,2200.0,36.0,36.0
6db638de-6d13-40e3-bf5e-e64ed701918e,,Black,500.0,1850.0,28.0,28.0
5e1aacc4-d84b-4f76-b77b-42c13bfbfd06,,White / Silver,500.0,1200.0,31.5,31.5
be2ee433-c3ff-4ed4-bdf9-bfca4ae0541d,,,650.0,1800.0,8.0,27.0
8b001e4c-eeee-4385-bd4f-76be3d434df0,,Black / Silver,500.0,1850.0,20.0,24.4
bb3b154b-5bb9-4ff5-92b3-17ed2c5c5c3f,,Black,700.0,1800.0,15.2,35.2
59994615-2c09-4794-8cce-b744232a2bc4,360.0,Black,550.0,2200.0,33.5,33.5
21536e03-ab95-4258-9d55-8a1068eeea6d,,Black,500.0,2000.0,31.2,31.2
f524f311-e256-4f2a-9f30-fdd36cf7cba6,360.0,White / Black,500.0,1600.0,14.0,27.0
e531bafc-e3c5-43bf-9d55-9963b69db1b6,,Black,200.0,1700.0,,
917f5817-8bdd-484e-a6ee-af523d6acb89,240.0,Black,700.0,1800.0,18.0,35.2
e126ab87-f6cd-42d5-9f43-0d8293e9ea7d,240.0,White,650.0,1800.0,6.0,30.0
dcb17d96-acd9-402b-8846-2f38e0d85a7c,360.0,Black,,,39.9,39.9
cdc39ef5-d393-4f62-bdde-cadc2b295cb5,,White,1800.0,1800.0,26.1,26.1
d86bf45a-d4c0-4256-b9e6-8fd5699ae66f,120.0,Black,750.0,1800.0,29.6,29.6
088e5326-a0ed-4644-a8ed-b4bcf31a5dfb,,Black,1200.0,1500.0,12.8,24.3
670b7a0c-97a0-476e-bd78-c0b3f28d2328,,Black / Gray,500.0,2000.0,23.6,23.6
e9182f80-ac4b-4086-bc78-b7a8b3fb03f0,120.0,Black,,,18.9,36.1
0a21ca77-7e9a-4f2f-bfe1-9c45a1337028,,Black / Silver,300.0,1500.0,4.0,28.6
6891a506-ad27-4432-a5f4-693fbecd4b2a,,Gray,2700.0,2700.0,22.4,22.4
2b2f5501-95f4-4f1e-b651-1fe0c1dc452a,,White / Black,,,11.5,24.4
128d9694-9beb-4690-b22d-c6d3aa79f2ea,360.0,Black / Gray,1200.0,3000.0,11.1,39.7
a0d5f08b-6610-41bc-aac3-62c8d4c95fb6,,Black / Silver,2000.0,2000.0,28.0,28.0
928c2bf8-bdec-4dfe-9466-2ace76c48aba,360.0,Black,500.0,2000.0,15.0,32.6
e972fa88-2c1a-464e-9402-0723647513f8,360.0,Black,500.0,1500.0,13.8,30.5
ef4a1a27-f36b-4ab9-9233-d2635db99feb,,,300.0,1500.0,18.6,22.4
6a80794c-c5ff-4a04-ae3a-5df65c6467ee,420.0,White,500.0,1800.0,34.7,34.7
9decac0a-3121-4af4-b66f-ee0522d83813,420.0,Black,,,31.5,31.5
0b988179-1624-40ab-89bc-318a359c2c8b,240.0,Black / Silver,800.0,1900.0,32.0,32.0
02a039f4-deb8-45f6-bdfe-5a6aa3327699,240.0,,650.0,2000.0,6.0,30.0
8c50dd72-bbe7-4519-afef-02e4d91f2133,,White,500.0,1600.0,14.0,24.0
65ec6bd2-0378-4a0f-87ce-b7c18c8ba129,,,400.0,1500.0,22.1,28.8
c6fb77cf-4afe-4dc4-9bd1-e9697372f091,240.0,Black / Gray,200.0,1800.0,22.5,22.5
e170823f-5258-4506-8648-a6c46f45735d,280.0,,2100.0,2100.0,43.0,43.0
085b5a6d-fe69-4f9e-942e-9b9f7726413a,,,600.0,2500.0,14.8,23.6
ec0eec4f-7535-4c72-b1bc-3b63c8dbff05,,,300.0,1600.0,13.1,17.6
8e7f1749-68a3-4599-b4a2-fa47b5efcb0e,280.0,Black,1000.0,1000.0,18.8,18.8
043cf9b3-758a-4ecc-ae04-15cb48acad1c,240.0,Black,,,0.0,39.9
b52852ce-9fc1-4ce8-a7ec-bbf359530284,240.0,Black,2200.0,2200.0,36.45,36.45
974341d3-a21c-461a-bc8e-a8dbe35dc70d,,Black,900.0,2000.0,20.0,20.0
5e60f1b8-7790-4055-8a0d-0935e72551fe,,White,700.0,1800.0,15.2,35.2
42025288-8d06-4242-b078-21e3d5b92c9a,360.0,Black,500.0,1800.0,30.0,30.0
fc7fdd1d-3983-493d-b28f-b376008dbab1,360.0,Black / Silver,800.0,1900.0,32.0,32.0
5e1d62e7-9b14-493e-a887-9a1534a85555,280.0,Black,400.0,2000.0,,
ef2271b5-223b-4890-8582-2e7b572a9880,240.0,Black,,,,
67a6c37b-9962-4154-a5dc-2b993747b4a3,420.0,Black,500.0,2000.0,33.2,33.2
4a98728d-9b8e-4f1b-aee2-7aeaf5004991,,Black / Silver,2400.0,2400.0,36.0,36.0
a17ecc8d-f632-4c2a-8036-9211e968935f,240.0,Black,250.0,1800.0,,
f2181109-3f5c-4025-9d71-6d55a2443f62,360.0,,500.0,2000.0,32.2,32.2
bc127450-2d1f-48d7-843f-df01ddb76783,,,800.0,2200.0,16.0,23.0
91d9d58c-6bd0-4099-bbad-c7f36bd8c7c8,240.0,Black,600.0,2200.0,36.45,36.45
2ae60981-28a3-483c-86f5-bcb42106fd8e,,Black,600.0,2000.0,18.0,31.0
b8f92c66-8e76-499c-b701-af5ba935bf51,240.0,White,550.0,2300.0,36.0,36.0
08c52157-2dbc-4ad7-9d24-cae00cce2950,360.0,White,,,32.0,32.0
b81f570a-f3e2-40b6-86c2-1d71af18f991,360.0,White,800.0,2500.0,37.6,37.6
6c1ecca1-09cd-43c3-a62b-afa78bba1475,,Black,650.0,1800.0,,
474ba3b0-76fc-4d9f-ba0b-6d5d3bae23d4,240.0,,500.0,2000.0,32.2,32.2
82d99a22-82de-4209-8c5f-6e5f436d912e,360.0,Black,500.0,2000.0,10.0,33.2
f0e07a7c-fe67-452f-9bf7-b4ae824f5ee3,,Black / Silver,800.0,2000.0,24.5,24.5
fa36fb8a-0a57-4aa9-a362-a1daef49164f,240.0,Black,500.0,2500.0,28.1,28.1
ce8f778f-9399-40f5-b20e-4fb45a97ac30,240.0,,650.0,2000.0,6.0,30.0
698c8c58-ade5-4136-b8b0-5c640e604b82,,Black / White,300.0,2000.0,,
c16761e6-8613-4931-b0f1-6db3b78594e1,,,1750.0,1750.0,20.0,20.0
ce453c54-c6ea-476d-83b6-d674d6e2d4d9,,,1200.0,1500.0,19.2,24.6
b7917112-6f5c-4368-b476-fe87e2e749b7,280.0,Black,700.0,2100.0,35.7,35.7
52839626-7217-4cf2-8537-9bbe1c3e1132,,White / Black,200.0,2100.0,,
52b052b3-35b8-4488-97cd-51be53b653ed,240.0,Black,750.0,1800.0,29.6,29.6
2830381a-455f-4058-8b12-5a6aac878c21,280.0,Black,2300.0,2300.0,8.06,44.4
b53903ba-87cb-48ed-a682-70980d2af4fc,240.0,Black,,,32.0,32.0
f86042e5-e0b1-49c5-aa01-2b93fdfa6d94,360.0,Black,,,35.0,35.0
764d70bc-42fa-4708-befb-5095b767eb08,,Silver,1850.0,1850.0,29.6,29.6
6538e6b4-cbc0-4f3e-be78-866905c6155c,,Black / Gray,600.0,2200.0,14.0,25.8
dec22bdb-4ad7-47db-b2d8-b6beec312bd3,,Black / White,200.0,1800.0,,
cc82756b-6249-4ef1-860c-55e5bb307327,280.0,,1200.0,1200.0,20.4,20.4
d795e3cb-e2a2-4a12-8ca7-b0f6cb02ce51,120.0,Black,1500.0,1500.0,28.2,28.2
1c1ed271-d3a6-4fe9-8aab-2a93c89e5d2f,240.0,Black,450.0,2000.0,29.7,29.7
5b315d60-4d5d-4645-9a0c-df684a0a5b86,,,300.0,1500.0,18.6,22.4
7174662c-31cb-4739-ac39-1ac393959425,,Black,650.0,2000.0,8.0,30.0
17cbf1b9-22c6-4502-be28-b4b1ccc7c1c3,,Black / Silver,500.0,1800.0,14.2,25.6
5b3dfddb-4410-4b10-b34a-23f09c07f4d6,,Black,700.0,1500.0,27.0,27.0
0474c89b-9e76-4818-b798-dd86f279d2a1,,Black,800.0,1800.0,14.0,26.0
9c8b5f93-6257-4fc8-a689-675866a4f4e4,240.0,Pink,900.0,2000.0,16.3,33.5
627a7a2c-7c37-4343-a86e-281a6fa2bfba,,Gray,1800.0,1800.0,30.2,30.2
c50e83e3-6d8c-4b6e-b318-68e92406edfa,240.0,White,600.0,2200.0,36.45,36.45
d4083b72-f580-4b61-a855-6edb03fe140f,280.0,Black / White,500.0,2000.0,18.0,39.1
56c50c3b-8d7c-49ed-970b-ef25787d9b8e,360.0,White,600.0,2200.0,14.3,35.6
2990d486-a32b-4786-a088-6697c9f296f0,280.0,,500.0,1400.0,19.8,27.2
83448e26-ade9-43aa-b3b1-7a4670924247,360.0,Black,500.0,2000.0,22.3,22.3
ecfbf8e8-084d-40d9-8191-f4dace272cc0,280.0,Black,500.0,1800.0,14.8,33.28
fb8966ef-a9b0-4f1a-93c5-2a607f56732f,120.0,Black,500.0,2000.0,14.0,32.0
7ba9e494-ca5b-4cba-aa5a-a06d0d58b683,,,600.0,2000.0,9.0,36.0
e650c092-e58c-40c3-a695-4e7412f3dc0f,,,400.0,2000.0,16.3,22.8
eae4d548-203a-431c-a185-fdd4dd8714f2,,Black,300.0,1200.0,10.0,23.0
d93fae40-1606-4587-b108-472691ed64ee,120.0,,2000.0,2000.0,31.4,31.4
eb8c08a8-1a38-46a6-840d-5f54500b2859,,,1500.0,2600.0,17.39,22.7
9ef8d31f-6439-46bf-88d5-5074d5cc38ff,240.0,,800.0,2700.0,37.7,37.7
355ebeae-9366-465c-b469-82398f50b036,,Black,500.0,1500.0,13.8,30.5
a1f38e52-635d-4177-8d6b-394eb75db482,,Black,700.0,1500.0,18.1,30.5
4baeda69-82a1-468e-b4a0-6896ef094226,240.0,Black,500.0,2000.0,14.3,34.3
5724df64-eb08-48de-ae38-62c40f36534b,,Black / Silver,500.0,2600.0,11.3,34.6
74e885a1-ec1f-429c-a03b-87db46db58fd,420.0,Black,500.0,2000.0,30.7,30.7
e8c5e9c3-6b59-4ecf-8db6-ffbd942ef8e3,360.0,White / Silver,800.0,1900.0,32.0,32.0
38e68a6c-9f39-492c-99e4-ab033e5218c8,,Black,800.0,2200.0,22.3,33.8
443f398c-73e8-450c-9134-44dd8c5339be,,Black / Silver,200.0,1800.0,,
0bf86226-a978-4545-b5b9-5cb9b11b448a,120.0,Black,500.0,2000.0,15.0,32.6
69e1b627-a119-40b2-b4a7-a627bd4367ea,,Black,1400.0,1400.0,11.5,23.7
a5b3df47-8331-4b4c-88b9-aa3a4d26ada2,,Black,,,0.0,38.0
a01a2bfa-f9b2-4f01-90d5-1043df4c9947,240.0,Black,500.0,2000.0,22.3,22.3
d813482b-30ad-4d98-a56c-4b6d2cbe5a3a,280.0,,2000.0,2000.0,40.0,40.0
cd6593c6-7c40-405a-9f4b-dbfe5dacbd90,,Black / White,300.0,2000.0,,
7df877bd-9824-4129-8e95-9be065b9fbd8,,Black / White,600.0,2500.0,14.0,33.0
cba5cb1f-e9aa-4471-b3ce-1100cbca0fd2,240.0,Black,,,,
3fcc8f1e-d71f-4091-b158-b52f7fdd4c38,,Black,900.0,2000.0,26.5,26.5
51ee8217-96fe-4418-a261-37ab74ae482c,,Black / Silver,600.0,2000.0,34.3,34.3
c22d4a96-ae0e-4599-bf05-09300c5b33ef,240.0,Black,700.0,2200.0,36.0,36.0
2780fcf9-fa7a-4b37-9b31-0738182f00c4,120.0,Black,500.0,1500.0,25.8,25.8
6d37056f-8804-47cd-bec0-d98639532b0a,,,800.0,2800.0,33.4,33.4
f31c2001-48cd-4a94-bb17-d8bb12b4ee09,280.0,Black,500.0,1700.0,10.0,35.5
31198187-1aa1-409f-b1c6-9c048a5a0fcb,,,650.0,1800.0,8.0,27.0
c722490e-ecf5-4254-ac05-846bce595dec,,Black / White,300.0,2000.0,,
1dd7dc99-462e-489d-bbe6-005d2280f34e,,,300.0,1600.0,9.0,31.0
e09cf923-6b06-4f6b-b39b-cc459de323d6,280.0,Black,550.0,2200.0,36.4,36.4
98e0b272-6918-47fa-a58b-f7298b5fc47a,360.0,Black,600.0,2200.0,14.3,35.6
926ea334-285e-425f-96cb-8e1fa85196c7,,Black / Silver,650.0,1800.0,28.0,28.0
16cbb1e3-7be1-4606-b596-9526cc56f944,240.0,Black,,,39.9,39.9
3306614a-82a4-493b-9738-08768337471a,120.0,Black,800.0,2500.0,37.6,37.6
86022d56-bc80-4dde-b639-72973edfdf5a,,Black,200.0,1800.0,23.5,23.5
2ea9a458-49b8-4fdd-8043-66dc9178f81a,120.0,,1700.0,1700.0,30.32,30.32
bb832c01-3f60-46b7-a071-422c1c4ceff9,,Black / Silver,,,0.0,30.5
e3ffca7f-264f-4512-9a95-dd790fef5414,,,330.0,1600.0,10.0,25.0
4ae20213-bc0f-4409-b61a-0aa8daf7e325,,Black / Gray,500.0,2000.0,23.6,23.6
b5eb6c44-753d-4ad6-9bbb-7594e82f5b84,280.0,Black,500.0,2000.0,33.2,33.2
c562433b-e83d-4385-a1ea-18a15d0c93b2,,,650.0,2000.0,6.0,30.0
87d6cace-632a-491f-af8f-537971ca8847,,Black / Silver,500.0,2000.0,23.6,23.6
9a36848e-ceec-45b2-a603-de6b7cb95d29,240.0,,2435.0,2435.0,37.7,37.7
38278e70-a20b-4810-8777-e58a9e1cbe1e,240.0,Black,500.0,2000.0,32.7,32.7
f3759757-d0e1-4756-9d52-db34f68d54cb,360.0,Black,,,31.5,31.5
6d43e96e-8c8f-482a-8ae8-1b411808c35a,,Black / Silver,800.0,1950.0,26.0,26.0
230d9345-bec1-4bb2-9b55-46fbb15758b2,240.0,Black,500.0,2000.0,15.0,32.6
e08d19a5-88e3-4a92-b8a2-2069c44788a5,240.0,White,600.0,2200.0,14.3,35.6
8f566c60-ab35-4869-b802-0012d5399892,,Black,200.0,1800.0,,
7aa5ba99-95af-4202-b482-a8f84ef98fbb,,Black / Silver,1800.0,1800.0,28.0,28.0
afd5d040-3fb7-4651-a5a3-ce0c6fc6cc74,360.0,Black,500.0,1500.0,25.8,25.8
7bbc53d9-32ec-44de-b387-1833970c9fe2,120.0,Black,2200.0,2200.0,16.6,36.4
c4eaf15f-601d-4836-a6af-fac75c4973df,240.0,Black,800.0,1600.0,20.0,35.0
feaca9db-f069-46b4-89ed-7d717247c8d7,120.0,White,500.0,2250.0,32.9,32.9
6e49761d-b61c-425e-964a-18be1ce7b0d2,,,2000.0,2000.0,9.0,36.0
c9c46071-3a1d-48c7-ae81-85b9e70bfa07,,Black,600.0,3300.0,28.4,28.4
db42d458-6a46-4072-a142-74ad213391ec,360.0,Black,,,30.0,30.0
e74a8b69-10ee-4cd0-8e11-116e7cecf2df,,Black,300.0,1500.0,26.33,26.33
e15d420a-e585-4c72-b3d2-4cd9c5311ada,,Black / Silver,600.0,1500.0,28.9,28.9
95f53bff-a012-463d-9b09-e8ac603bc06e,,Black / Silver,500.0,1650.0,27.8,27.8
021d436c-27fc-4842-8901-fdc88c970727,,Black,650.0,1400.0,10.0,27.0
4814644b-36ef-40b7-8d10-7f513bb75176,240.0,Gray,1200.0,3000.0,11.1,39.7
190abc83-f7a6-48af-880f-c219bbb18755,120.0,Black,500.0,2250.0,32.9,32.9
1d467415-ce05-4702-b3b1-5f6809148e4e,240.0,,1300.0,2500.0,22.0,39.0
8f859099-d7e9-4707-9119-aa625a22e2f5,280.0,Black,500.0,2000.0,30.7,30.7
baad67ce-d315-43d2-8b88-e0786d79e022,240.0,Black,450.0,2000.0,29.7,29.7
fc83724a-d10d-4d22-83df-1fed8c949ffc,360.0,Black,650.0,1800.0,8.0,27.0
002fd4c7-6a4a-4a4e-9119-a2a4a53b3e7d,,Black / Silver,800.0,2000.0,6.0,28.0
010659d7-fc5d-4fca-980c-38786f8ff63a,240.0,Black,,,35.0,35.0
3303a275-44af-402c-92fb-26f1aa5fb9b9,,Black,800.0,1600.0,9.0,26.0
4e0d2e89-aa15-46d8-a4f6-52099f8d84ee,,Black,650.0,1800.0,6.0,31.0
bacc2915-b54d-4013-aa77-e11cdaec057f,280.0,Black,200.0,1900.0,22.5,22.5
178506bf-38b0-494d-9cf1-8b985d825424,240.0,White,800.0,2500.0,37.6,37.6
0d89e26d-480b-4402-8fd2-1569fec18f1d,,Black / Silver,800.0,2000.0,10.0,31.0
e4d1ecc5-676f-48bf-af7c-c0dbb703cbdd,240.0,White,800.0,2000.0,,
0c29b86f-dee3-4812-9b06-5ecbc9735514,,Black / Silver,600.0,2200.0,26.4,26.4
638abd65-0be2-4b05-b2de-f6b6fb4d6866,240.0,Black,550.0,1700.0,29.0,29.0
dc6ea40e-65cf-4d41-bab0-d38c6696e6f7,,,600.0,1600.0,9.0,31.0
cd8a3eed-e816-4a5a-ac66-f270d41be483,240.0,Black,200.0,1800.0,22.5,22.5
5c24dedf-2b38-49d6-b96f-84fdfc7016b0,,Black / Silver,600.0,1800.0,31.0,31.0
fda672b2-2067-43b6-bad9-8e0c7c055238,,Black,500.0,1600.0,14.0,24.0
b3e72ea4-0542-4012-9c07-a649a5e4ff3f,,Black / Silver,500.0,1200.0,29.2,29.2
4677857e-e72e-4ef7-96ac-01ab66f98960,,Black / Silver,200.0,1800.0,,
54f65fbe-310b-4bce-a1be-26d7a74b9831,,,700.0,1300.0,20.0,24.0
1637a79b-a1d1-405b-a3f0-9adb31698de8,,Black,200.0,1700.0,,
978f968b-c119-4552-92d1-701a5f4869ef,280.0,Black,250.0,1800.0,,
7dd6f3f6-7b5f-4fff-95f5-c381d0cea13d,,,1900.0,2300.0,22.0,22.0
3e4744fd-e02d-4744-ac22-79a652c93168,,,1500.0,7000.0,16.0,47.5
6cb9d517-a0cd-4d79-82b3-8cf967923686,360.0,Black,800.0,1600.0,20.0,35.0
87237758-c1a8-4594-9a1c-67f0b37b15cb,,Black / Orange,300.0,2200.0,6.2,34.4
39af696b-1cdc-4d11-a89b-4045ba67b4aa,240.0,Black,300.0,1800.0,15.9,33.9
d7e7b6a6-5a8b-4786-bdd9-f5b36ec0ec68,240.0,Black,250.0,2000.0,30.2,30.2
ff79e8c2-4bea-4d59-b004-93793216b195,,,800.0,2800.0,17.0,35.0
0ac41931-92e0-4ce8-90b7-b056e24a4e41,240.0,Black,800.0,2500.0,37.0,37.0
3729d407-eb8f-4349-8d43-4f4d4535af4a,,Black / Silver,300.0,1850.0,29.4,29.4
b6db5d5a-2cb1-4178-91c0-5fee7f6c8b4d,,Black,700.0,1800.0,28.0,38.0
0cf4fae2-13b6-4905-8481-260821136724,,Black / Silver,350.0,1800.0,4.0,22.9
6b9286c7-e4ba-4302-a2a8-5bb0cced8083,,White,300.0,1200.0,10.0,23.0
2dc9e91d-4a41-4779-a11a-ffc2da46a9d8,,,300.0,1500.0,18.6,22.4
6b5558fc-3d54-45cd-9e41-5f7bb8eb6730,120.0,,2435.0,2435.0,37.7,37.7
4adf5848-98d5-44c1-8188-c1f74cd1d739,,,300.0,1300.0,14.0,20.0
3f097d16-5ffa-4791-af36-a12e26475700,360.0,,500.0,1400.0,19.8,24.7
468486d4-754e-43b6-b936-907cff4d2ab7,240.0,Black,800.0,1800.0,28.0,28.0
e73d4970-83d6-4774-aff2-c60eb65d1a66,240.0,White,,,32.0,32.0
f83f5b93-de34-40c0-9475-dc1f384213fb,240.0,Black,800.0,2500.0,37.6,37.6
20b0a2a7-e767-4796-be7b-f7a14c210712,,White,700.0,1800.0,18.6,29.7
4c3aeb62-9028-48bd-be68-330570307d80,,Black,500.0,1600.0,35.0,35.0
3b13c1af-dcc8-4910-a8f7-0c7e42fee731,,Black / Silver,800.0,2800.0,13.6,34.8
b454ee50-20eb-4904-9afb-78ab5c5f8a6c,,White / Orange,600.0,2500.0,30.0,30.0
616c4589-ffc4-4634-bb30-1a106576a8d4,420.0,Black,600.0,1500.0,,
b68ebcc3-39c9-4065-8bb1-d921cfdd8dd1,,Black / Silver,800.0,3000.0,33.0,33.0
56ddf4b0-1876-4eae-a2cc-3fe390f0535c,,Black / Blue,600.0,1400.0,26.0,26.0
c262b959-41f3-40a6-ac9f-63a15ca94c77,,Green,500.0,1200.0,23.6,23.6
00bc872b-5cc0-4450-8cf2-1f9a4a6840a8,240.0,Black,800.0,1800.0,,
e9ec01b1-fd49-46b3-9e87-4c429bfa7d00,240.0,White,500.0,2000.0,17.0,32.6
5ed4b252-c1e7-4d33-a23a-5974b28a9abd,,Silver / Black,1400.0,1400.0,11.9,24.4
