PartID,Price,Manufacturer,Model
c4847e97-792a-4d64-a5bf-4d65c927176c,291.98,Intel,Core i7-3930K
0c51537c-7f43-4e15-ab7c-95a6cbd6a614,240.0,Intel,Core i5-11600
e1c4aa08-1642-4e35-ac36-1fae93d4bc44,199.97,AMD,FX-9370
2f723280-c00c-4a87-949f-045f7e3df089,72.8,AMD,FX-6100
de84e877-ba06-4365-b309-6dfde1ee38dd,120.0,AMD,5350
e3f401e6-4aa4-4310-8ed7-b88d9a81c38f,45.68,Intel,Xeon E5-2650
58e39bad-117b-4695-a4ea-38855041425a,289.95,Intel,Core i7-7800X
514b647b-7ea5-4b5e-9a07-c1d300764670,375.86,Intel,Core i7-9700F
c247d90d-0aae-47c9-a4ff-b8b725b8adac,325.0,Intel,Core i9-7960X
6284f9ee-d013-4c78-8d7e-c34baa7b596d,49.95,Intel,Celeron 420
91fe3280-7dc9-4f7a-b679-36ca3e5d3b75,109.0,Intel,Core i3-10320
c6e2a53a-81ad-4490-8001-3dc16cb41b93,19.98,Intel,Pentium E5700
b926e808-8024-463e-8175-01b6317a141d,46.79,AMD,A4-6300
94111d7e-e587-41bc-be0a-5b3f41d326ee,165.35,AMD,Athlon 220GE
729d36e1-84e8-40f0-91b2-d7f7cdf143c0,169.95,Intel,Xeon E5-2630 V3
0a45f7f9-0f43-4554-af06-37d33925438d,59.95,Intel,Celeron G4900T
0bcddd17-7999-4da0-883a-bedc3d10836d,92.86,AMD,A8-6600K
3155591e-66c2-4677-9c58-7af3d74a898f,42.6,Intel,Core 2 Quad Q9300
9b6e1c41-0d9d-428a-baec-05d3be4d8364,1186.0,Intel,Core i9-7980XE
65ef053f-f4e6-4173-9bbc-0c9b83d7b224,1000.0,Intel,Core i7-4960X Extreme Edition
000837ad-aea8-419b-8d9a-0bed12ef924a,45.0,Intel,Core i3-530
dd9657ae-b63c-4aee-9fa7-ccd6745e4a8f,950.0,AMD,Threadripper 2920X
98146620-fae6-4d8f-aaf6-1be6bd11a7a3,81.67,AMD,Opteron 6344
2f061b3e-0939-44bc-90f5-8f0642de9bdb,30.51,Intel,Xeon E5-2630
f442102a-c479-414c-bd31-ac89a7f66dba,392.21,Intel,Core i7-9800X
c734d4cd-9436-4695-97b4-bc8a5d1d60ea,1969.95,Intel,Xeon E5-2683 V4
2c6b0c29-cd12-4b66-aa1d-2dfd199dedbf,165.35,AMD,Athlon 240GE
3b319e29-f276-46ca-b0cb-73fefda1d83d,58.53,AMD,FX-6120
a55500dc-c257-4084-9590-2514157469fe,97.0,Intel,Core i5-6402P
047893bb-ed38-499f-b598-4893d422feef,893.79,Intel,Core i9-10940X
30645f36-4a7a-4fdd-a713-078b8f1e82b5,104.97,Intel,Core 2 Quad Q6600
dbfbd427-31f1-47ce-a129-bcb6bb4a256a,230.61,Intel,Core i7-4770S
f882190d-3e3e-4f43-a465-3c8a5343ddc3,489.95,Intel,Celeron G3920
df3634b2-5da3-46f8-b3a0-b7410d4a1778,86.51,AMD,FX-6300
76c564a3-7ccf-47b5-8866-a37f4ac4f93a,39.95,Intel,Celeron G3900
2b652f58-78d6-49c4-bca5-1dd5ac82fd3c,146.0,Intel,Core i5-7640X
ac80b335-90ff-4a8c-8ff6-e583de2785e9,122.96,AMD,FX-4350
